Total: 4706, Correct: 3828, Accuracy:0.813430
Details:
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\100_1_0_20170117195420803.jpg.chip.jpg', 'white', 'white', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\39_1_3_20170117141047098.jpg.chip.jpg', 'indian', 'black', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\39_1_3_20170117184917703.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99051094055176)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\3_0_3_20161220221437315.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99940395355225)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\3_1_3_20161219230204712.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\3_1_3_20161220220632050.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99985694885254)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\3_1_3_20161220222009699.jpg.chip.jpg', 'indian', 'others', '>=80', 99.43693280220032)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\40_0_3_20170104203137444.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\40_0_3_20170117133735435.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\40_0_3_20170117154652454.jpg.chip.jpg', 'indian', 'others', '>=80', 98.54766726493835)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\40_0_3_20170117181129612.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.79599714279175)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\40_0_3_20170119151504466.jpg.chip.jpg', 'indian', 'white', '>=80', 99.54558610916138)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\40_0_3_20170119153055608.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99984502792358)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\40_0_3_20170119154448251.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\40_0_3_20170119175332114.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\40_0_3_20170119180356516.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\40_0_3_20170119183720398.jpg.chip.jpg', 'indian', 'white', '>=80', 89.67930674552917)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\40_0_3_20170119203747574.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99004602432251)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\40_0_3_20170119204122502.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.97219443321228)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\40_0_3_20170119204129150.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99819993972778)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\40_0_3_20170119204141439.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\40_0_3_20170119210237376.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\40_1_3_20170117133747258.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\40_1_3_20170117180026300.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\40_1_3_20170119165539693.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.76944327354431)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\42_0_3_20170105180921463.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.9957799911499)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\42_0_3_20170112205646694.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.9998927116394)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\42_0_3_20170117175439914.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\42_0_3_20170119171532128.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\42_0_3_20170119202035565.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\42_0_3_20170119204239438.jpg.chip.jpg', 'indian', 'white', '>=80', 84.55876111984253)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\42_0_3_20170119204429765.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99990463256836)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\42_0_3_20170119204443991.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\42_1_3_20170104220806510.jpg.chip.jpg', 'indian', 'asian', '>=80', 99.84912872314453)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\42_1_3_20170109141104388.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.9997615814209)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\43_0_3_20170119200911708.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\43_0_3_20170119202025045.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\43_0_3_20170119204002380.jpg.chip.jpg', 'indian', 'indian', '>=80', 93.519127368927)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\43_1_3_20170119195521961.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\44_0_3_20170119165428991.jpg.chip.jpg', 'indian', 'black', '>=80', 99.55046772956848)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\44_0_3_20170119181020595.jpg.chip.jpg', 'indian', 'white', '>=80', 99.78976249694824)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\44_0_3_20170119181341765.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\44_0_3_20170119184239800.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99991655349731)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\44_1_3_20170119164705141.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99343156814575)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\44_1_3_20170119165329470.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\44_1_3_20170119172158321.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\44_1_3_20170119192838387.jpg.chip.jpg', 'indian', 'others', '>=80', 85.76151132583618)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_0_3_20170113190535208.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_0_3_20170117133824630.jpg.chip.jpg', 'indian', 'indian', '>=80', 91.60481095314026)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_0_3_20170117183557423.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99991655349731)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_0_3_20170119144534917.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99934434890747)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_0_3_20170119184153479.jpg.chip.jpg', 'indian', 'indian', '<80', 64.06247019767761)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_0_3_20170119194832939.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_0_3_20170119195643531.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.9976634979248)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_0_3_20170119195659219.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99446868896484)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_0_3_20170119195829723.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99984502792358)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_0_3_20170119200136571.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.60492253303528)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_0_3_20170119200707996.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_0_3_20170119201135740.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.35488104820251)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_0_3_20170119201152003.jpg.chip.jpg', 'indian', 'black', '<80', 65.34465551376343)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_0_3_20170119201227781.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_0_3_20170119201255635.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_0_3_20170119202458980.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99843835830688)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_0_3_20170119202700364.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99796152114868)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_0_3_20170119211625775.jpg.chip.jpg', 'indian', 'indian', '>=80', 94.22265291213989)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_1_3_20170104234959306.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99997615814209)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_1_3_20170104235059987.jpg.chip.jpg', 'indian', 'others', '>=80', 88.62873911857605)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_1_3_20170119171447928.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_1_3_20170119183505494.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_1_3_20170119193037786.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.98435974121094)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_1_3_20170119194955123.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\45_1_3_20170119204024497.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99997615814209)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\46_0_3_20170104210508188.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.07323122024536)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\46_0_3_20170119195012113.jpg.chip.jpg', 'indian', 'indian', '<80', 73.99242520332336)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\46_0_3_20170119201157876.jpg.chip.jpg', 'indian', 'white', '>=80', 99.85166192054749)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\46_0_3_20170119202242015.jpg.chip.jpg', 'indian', 'white', '>=80', 89.97693061828613)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\46_0_3_20170119204808215.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.54015016555786)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\47_0_3_20170116184916978.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99924898147583)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\47_0_3_20170117190238883.jpg.chip.jpg', 'indian', 'black', '>=80', 99.33648109436035)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\47_0_3_20170119184351798.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99876022338867)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\47_0_3_20170119202123349.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\47_0_3_20170119202404381.jpg.chip.jpg', 'indian', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\47_0_3_20170119205154121.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\47_0_3_20170119205156254.jpg.chip.jpg', 'indian', 'white', '>=80', 99.83744621276855)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\47_1_3_20170119202200788.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\48_0_3_20170109142337247.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99964237213135)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\48_0_3_20170119192924313.jpg.chip.jpg', 'indian', 'indian', '>=80', 86.51591539382935)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\48_0_3_20170119200742252.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\48_0_3_20170119205323677.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.53138828277588)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\48_0_3_20170119205336640.jpg.chip.jpg', 'indian', 'white', '>=80', 99.96802806854248)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\48_0_3_20170119205339015.jpg.chip.jpg', 'indian', 'indian', '>=80', 89.00025486946106)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\48_0_3_20170119205356352.jpg.chip.jpg', 'indian', 'black', '>=80', 99.35557246208191)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\48_1_3_20170104220351694.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\49_0_3_20170104212655423.jpg.chip.jpg', 'indian', 'indian', '<80', 33.1957221031189)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\49_0_3_20170104220818198.jpg.chip.jpg', 'indian', 'white', '>=80', 86.36186718940735)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\49_0_3_20170117130532515.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99978542327881)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\49_0_3_20170119201931356.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.98908042907715)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\49_0_3_20170119204414414.jpg.chip.jpg', 'indian', 'black', '>=80', 99.97202754020691)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\49_1_3_20170109132625049.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\49_1_3_20170109141741879.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\49_1_3_20170109141810902.jpg.chip.jpg', 'indian', 'white', '>=80', 88.34342360496521)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\49_1_3_20170109142436892.jpg.chip.jpg', 'indian', 'white', '>=80', 86.08876466751099)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\4_0_3_20161220145148791.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\4_0_3_20161220220934786.jpg.chip.jpg', 'indian', 'white', '<80', 52.28567719459534)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\4_0_3_20170119180525502.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\4_1_3_20161219224504392.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\4_1_3_20161219224833967.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99994039535522)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\4_1_3_20161219230102512.jpg.chip.jpg', 'indian', 'indian', '>=80', 92.23698377609253)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\4_1_3_20161219230310713.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\4_1_3_20161220220055698.jpg.chip.jpg', 'indian', 'indian', '>=80', 89.5847737789154)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\4_1_3_20161220223310227.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\4_1_3_20170119180337725.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99549388885498)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\4_1_3_20170119212114153.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.98767375946045)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\50_0_3_20170104183620454.jpg.chip.jpg', 'indian', 'white', '>=80', 99.73316192626953)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\50_0_3_20170117153047475.jpg.chip.jpg', 'indian', 'white', '>=80', 99.9005377292633)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\50_0_3_20170119183204846.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\50_0_3_20170119195739498.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.17532205581665)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\50_0_3_20170119195757652.jpg.chip.jpg', 'indian', 'indian', '>=80', 97.58569598197937)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\50_0_3_20170119203626302.jpg.chip.jpg', 'indian', 'indian', '>=80', 98.5479474067688)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\50_0_3_20170119204603807.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\50_0_3_20170119204714191.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99958276748657)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\50_0_3_20170119205145375.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99997615814209)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\50_0_3_20170119205237303.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99996423721313)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\50_0_3_20170119205526776.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99927282333374)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\50_0_3_20170119205527856.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.96711015701294)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\50_0_3_20170119205539984.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.9990701675415)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\50_0_3_20170119205540968.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\50_0_3_20170119205545190.jpg.chip.jpg', 'indian', 'white', '>=80', 99.9883770942688)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\50_1_3_20170104181430093.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\50_1_3_20170109134207312.jpg.chip.jpg', 'indian', 'indian', '>=80', 97.34153151512146)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\50_1_3_20170117154120315.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\52_0_3_20170109140934624.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\52_0_3_20170119160357804.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99932050704956)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\52_0_3_20170119205641007.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\52_0_3_20170119205716424.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99984502792358)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\52_1_3_20170105003248564.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\53_0_3_20170119181123292.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99949932098389)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\53_0_3_20170119205743575.jpg.chip.jpg', 'indian', 'others', '<80', 59.23082232475281)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\53_0_3_20170119205751190.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.98788833618164)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\53_0_3_20170119205842672.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99969005584717)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\53_0_3_20170119205914040.jpg.chip.jpg', 'indian', 'white', '<80', 68.1389570236206)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\53_1_3_20170119164036366.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\54_0_3_20170104183448533.jpg.chip.jpg', 'indian', 'black', '>=80', 95.63284516334534)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\54_0_3_20170117191318186.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\54_0_3_20170119181142982.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.1233766078949)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\54_0_3_20170119183920621.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.88679885864258)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\54_0_3_20170119201443709.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.9996542930603)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\54_0_3_20170119201754083.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\54_0_3_20170119210102142.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.89063739776611)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\54_0_3_20170119210113528.jpg.chip.jpg', 'indian', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\54_0_3_20170119210115168.jpg.chip.jpg', 'indian', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\54_0_3_20170119210120352.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.9995231628418)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\54_0_3_20170119210121447.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99912977218628)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\54_0_3_20170119210123256.jpg.chip.jpg', 'indian', 'white', '>=80', 99.99644756317139)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\54_0_3_20170119210131208.jpg.chip.jpg', 'indian', 'white', '>=80', 99.99939203262329)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\54_0_3_20170119210215919.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\54_0_3_20170119210223969.jpg.chip.jpg', 'indian', 'indian', '<80', 55.00936508178711)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\54_0_3_20170119211310928.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\54_0_3_20170119211317280.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\54_1_3_20170104220907782.jpg.chip.jpg', 'indian', 'asian', '<80', 71.36544585227966)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\55_0_3_20170104214223615.jpg.chip.jpg', 'indian', 'white', '>=80', 99.67208504676819)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\55_0_3_20170119171117830.jpg.chip.jpg', 'indian', 'indian', '>=80', 97.25262522697449)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\55_0_3_20170119171327855.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\55_0_3_20170119180725108.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99922513961792)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\55_0_3_20170119180841322.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99994039535522)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\55_0_3_20170119181035677.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\55_0_3_20170119181109749.jpg.chip.jpg', 'indian', 'indian', '<80', 77.51445174217224)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\55_0_3_20170119184209837.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99977350234985)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\55_0_3_20170119194918107.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\55_0_3_20170119195823299.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.8162567615509)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\55_0_3_20170119201213412.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\55_0_3_20170119202440701.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99995231628418)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\55_0_3_20170119203913495.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99912977218628)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\55_0_3_20170119203922271.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\55_0_3_20170119204827472.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.99939203262329)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\55_0_3_20170119205307824.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\55_0_3_20170119205515441.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\55_1_3_20170109142107754.jpg.chip.jpg', 'indian', 'indian', '<80', 49.37213361263275)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\55_1_3_20170119175053900.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\55_1_3_20170119200044963.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\56_0_3_20170105180548406.jpg.chip.jpg', 'indian', 'indian', '>=80', 99.79950189590454)
('C:\\workspace\\race_detect\\UTKFace\\test\\3\\56_0_3_20170113182258142.jpg.chip.jpg', 'indian', 'indian', '>=80', 100.0)
